DCid	Species	GSMID	Factor	Cell_line	Cell_type	Tissue_type	FastQC	UniquelyMappedRatio	PBC	PeaksFoldChangeAbove10	FRiP	PeaksUnionDHSRatio
68059	Homo sapiens	GSM1906362	POLR3D	IMR90hTert	Fibroblast	Fetal Lung	37.0	0.8429	0.988	492.0	0.06215125	0.5498
68060	Homo sapiens	GSM1906361	POLR3D	IMR90hTert	Fibroblast	Fetal Lung	37.0	0.8445	0.993	317.0	0.040656	0.4898
68061	Homo sapiens	GSM1906352	POLR3D	IMR90hTert	Fibroblast	Fetal Lung	37.0	0.8365		223.0		0.4198
68062	Homo sapiens	GSM1906351	POLR3D	IMR90hTert	Fibroblast	Fetal Lung	37.0	0.8498		226.0		0.40700000000000003
68063	Homo sapiens	GSM1906350	POLR3D	IMR90hTert	Fibroblast	Fetal Lung	37.0	0.8353	0.9890000000000001	363.0	0.119874	0.4196
68064	Homo sapiens	GSM1906349	POLR3D	IMR90hTert	Fibroblast	Fetal Lung	37.0	0.8453	0.99	302.0	0.10381725	0.4424
68065	Homo sapiens	GSM1906348	POLR3D	IMR90hTert	Fibroblast	Fetal Lung	37.0	0.838	0.9940000000000001	262.0	0.09009975	0.4122
68066	Homo sapiens	GSM1906347	POLR3D	IMR90hTert	Fibroblast	Fetal Lung	37.0	0.8384	0.997	160.0	0.015594873539799999	0.854771784232
68067	Homo sapiens	GSM1906346	POLR3D	IMR90hTert	Fibroblast	Fetal Lung	37.0	0.8385	0.987	563.0	0.08844875	0.4458
68068	Homo sapiens	GSM1906345	POLR3D	IMR90hTert	Fibroblast	Fetal Lung	37.0	0.8471	0.9890000000000001	314.0	0.11516400000000002	0.4722
68069	Homo sapiens	GSM1586675	POLR2A	C4-2	None	Prostate	39.0	0.863	0.812	102.0	0.00958975	0.841364998847
68070	Homo sapiens	GSM1586674	POLR2A	C4-2	None	Prostate	39.0	0.9282	0.785	20.0	0.004411	0.87962962963
68071	Homo sapiens	GSM1586673	POLR2A	C4-2	None	Prostate	39.0	0.8886	0.934	100.0	0.008603	0.878765613519
68072	Homo sapiens	GSM1586672	POLR2A	C4-2	None	Prostate	39.0	0.8857	0.929	94.0	0.00754225	0.881887165952
68073	Homo sapiens	GSM1586665	AR	LNCaP	Epithelium	Prostate	39.0	0.8994	0.9329999999999999	31107.0	0.19502125	0.0544275760233
68074	Homo sapiens	GSM1586664	AR	LNCaP	Epithelium	Prostate	38.0	0.9343	0.755	31574.0	0.34852625	0.9596
68075	Homo sapiens	GSM1586663	AR	LNCaP	Epithelium	Prostate	39.0	0.8697	0.914	2680.0	0.046853	0.13229380385700001
68076	Homo sapiens	GSM1586662	AR	LNCaP	Epithelium	Prostate	38.0	0.8836	0.293	763.0	0.03628825	0.294014084507
68077	Homo sapiens	GSM1586661	AR	C4-2	None	Prostate	39.0	0.9022	0.914	35536.0	0.2332685	0.0568082377339
68078	Homo sapiens	GSM1586660	AR	C4-2	None	Prostate	39.0	0.9109999999999999	0.602	34135.0	0.2895935	0.9592
68079	Homo sapiens	GSM1586659	AR	C4-2	None	Prostate	39.0	0.8918	0.95	2054.0	0.04346475	0.9642
68080	Homo sapiens	GSM1586658	AR	C4-2	None	Prostate	38.0	0.8866	0.56	3486.0	0.08738	0.975
68081	Homo sapiens	GSM1905393	POLR2A	C4-2	None	Prostate	39.0	0.84	0.8809999999999999	4274.0	0.08163775	0.9718
68082	Homo sapiens	GSM1905392	POLR2A	C4-2	None	Prostate	39.0	0.7857	0.875	5639.0	0.091089	0.9718
68083	Homo sapiens	GSM1905391	POLR2A	C4-2	None	Prostate	39.0	0.7985	0.848	3382.0	0.07413099999999999	0.166176269331
68084	Homo sapiens	GSM1905390	POLR2A	C4-2	None	Prostate	39.0	0.8484	0.889	1401.0	0.05650549999999999	0.17813122739700002
68085	Homo sapiens	GSM1843416	POLR2A	C4-2	None	Prostate	38.0	0.5429	0.948	923.0	0.14826075	0.9716
68086	Homo sapiens	GSM1843415	POLR2A	C4-2	None	Prostate	38.0	0.6022	0.9440000000000001	1532.0	0.14008025	0.9724
68087	Homo sapiens	GSM1843414	POLR2A	C4-2	None	Prostate	38.0	0.7913	0.904	1435.0	0.140762	0.9718
68088	Homo sapiens	GSM1843413	POLR2A	C4-2	None	Prostate	38.0	0.8367	0.94	940.0	0.13821975	0.9702
68089	Homo sapiens	GSM1843412	AR	C4-2	None	Prostate	38.0		0.9390000000000001	1406.0	0.02508225	0.966
68090	Homo sapiens	GSM1843411	AR	C4-2	None	Prostate	39.0	0.3365	0.9359999999999999	352.0	0.0163925	0.948796202102
68091	Homo sapiens	GSM1843410	AR	C4-2	None	Prostate	39.0	0.3037	0.945	90.0	0.005771500000000001	0.9387040280210001
68092	Homo sapiens	GSM1843409	AR	C4-2	None	Prostate	38.0	0.9254	0.9520000000000001	365.0	0.01549175	0.9646
68102	Homo sapiens	GSM1081129	CRY1	U2OS	None	Bone	37.0	0.5795	0.748	397.0	0.062480499999999994	0.374
68103	Homo sapiens	GSM1081128	CLOCK	U2OS	None	Bone	37.0	0.5023	0.629	736.0	0.13617125	0.4748
68104	Homo sapiens	GSM1081127	ARNTL	U2OS	None	Bone	30.0	0.7282	0.9840000000000001	221.0	0.0047420000000000006	0.602495038276
68116	Homo sapiens	GSM1844448	KDM1A	Kasumi-1	Myeloblast	Blood	39.0	0.8255	0.97	877.0	0.028693	0.7298
68117	Homo sapiens	GSM1844447	KDM1A	Kasumi-1	Myeloblast	Blood	39.0	0.8227	0.9740000000000001	1030.0	0.03218225	0.6972
68118	Homo sapiens	GSM1844446	KDM1A	Kasumi-1	Myeloblast	Blood	39.0	0.8311	0.972	1365.0	0.032238499999999996	0.8072
68119	Homo sapiens	GSM1844442	KDM1A	SKNO-1	Myeloblast	Bone Marrow	38.0	0.8512	0.9490000000000001	533.0	0.02442125	0.7114
68120	Homo sapiens	GSM1844441	KDM1A	SKNO-1	Myeloblast	Bone Marrow	38.0	0.8494	0.917	519.0	0.02513275	0.7040000000000001
68121	Homo sapiens	GSM1844440	KDM1A	SKNO-1	Myeloblast	Bone Marrow	38.0	0.8421	0.5670000000000001	338.0	0.01619875	0.7134
68160	Homo sapiens	GSM1844611	GATA3	None	Thymocyte	Thymus	39.0	0.6937	0.9740000000000001	2751.0	0.02023875	0.8826
68161	Homo sapiens	GSM1844610	GATA3	None	Thymocyte	Thymus	39.0	0.7823	0.763	2648.0	0.030782999999999998	0.8758
68181	Homo sapiens	GSM1541448	H2AZ	T47D	None	Breast	39.0	0.8741	0.9840000000000001	118.0	0.00955275	0.777364505845
68194	Homo sapiens	GSM2066632	ATRX	LAN6	None	None	35.0	0.7772	0.993	178.0	0.0071395	0.34797297297300006
68198	Homo sapiens	GSM1821905	ATRX	K562	Erythroblast	Bone Marrow	39.0	0.8312	0.99	117.0	0.0071785	0.543726235741
68199	Homo sapiens	GSM1821904	ATRX	K562	Erythroblast	Bone Marrow	37.0	0.8294	0.966	188.0	0.011533499999999999	0.321262766945
68211	Homo sapiens	GSM2074752	TP63	None	Keratinocyte	None	37.0	0.8636	0.996	748.0	0.00678475	0.863095238095
68215	Homo sapiens	GSM2058897	POU2F1	LNCaP	Epithelium	Prostate	39.0	0.7576	0.866	86.0	0.00335875	0.840490797546
68216	Homo sapiens	GSM2058896	POU2F1	LNCaP	Epithelium	Prostate	39.0	0.7413	0.867	39.0	0.0029295000000000002	0.753164556962
68217	Homo sapiens	GSM2058894	AR	LNCaP	Epithelium	Prostate	39.0	0.7659	0.8690000000000001	648.0	0.01347	0.955796120884
68218	Homo sapiens	GSM2058893	AR	LNCaP	Epithelium	Prostate	39.0	0.8283	0.976	1035.0	0.03300025	0.9824
68219	Homo sapiens	GSM2058892	FOXA1	LNCaP	Epithelium	Prostate	39.0	0.8351	0.9670000000000001	6801.0	0.09363875	0.9758
68220	Homo sapiens	GSM2103057	RELA	BEAS-2B	Epithelium	Lung	36.0	0.877	0.956	47.0	0.0049475000000000005	0.960157126824
68221	Homo sapiens	GSM2103056	RELA	BEAS-2B	Epithelium	Lung	36.0	0.8768	0.951	38.0	0.0027199999999999998	0.927142857143
68222	Homo sapiens	GSM2103055	NR3C1	BEAS-2B	Epithelium	Lung	36.0	0.8737	0.9640000000000001	4009.0	0.07917175	0.9826
68223	Homo sapiens	GSM2103054	NR3C1	BEAS-2B	Epithelium	Lung	36.0	0.8821	0.9570000000000001	5282.0	0.1017155	0.9846
68224	Homo sapiens	GSM2103051	RELA	BEAS-2B	Epithelium	Lung	36.0	0.8674	0.946	1412.0	0.030375	0.9714
68225	Homo sapiens	GSM2103048	RELA	BEAS-2B	Epithelium	Lung	36.0	0.8755	0.963	641.0	0.022446	0.9658
68226	Homo sapiens	GSM2103047	RELA	BEAS-2B	Epithelium	Lung	36.0	0.8676	0.966	936.0	0.01714425	0.9548
68227	Homo sapiens	GSM2103046	NR3C1	BEAS-2B	Epithelium	Lung	36.0	0.8955	0.9790000000000001	6497.0	0.15595725	0.9788
68228	Homo sapiens	GSM2103045	NR3C1	BEAS-2B	Epithelium	Lung	36.0	0.8932	0.9740000000000001	4493.0	0.10469275	0.9772
68229	Homo sapiens	GSM2103042	NR3C1	BEAS-2B	Epithelium	Lung	36.0	0.8902	0.975	9513.0	0.17676225	0.9784
68230	Homo sapiens	GSM2103041	NR3C1	BEAS-2B	Epithelium	Lung	36.0	0.8859999999999999	0.975	9680.0	0.16746625	0.9752
68231	Homo sapiens	GSM2058890	POU2F1	VCaP	Epithelium	Prostate	38.0	0.8718	0.9109999999999999	23.0	0.00291775	0.787806809184
68232	Homo sapiens	GSM2058889	POU2F1	VCaP	Epithelium	Prostate	38.0	0.8483	0.961	49.0	0.00460575	0.699059561129
68233	Homo sapiens	GSM2058888	POU2F1	VCaP	Epithelium	Prostate	38.0	0.8688	0.917	25.0	0.00375575	0.795811518325
68234	Homo sapiens	GSM2058887	FOXA1	VCaP	Epithelium	Prostate	39.0	0.8713	0.973	21.0	0.0373885	0.9622
68235	Homo sapiens	GSM2058886	FOXA1	VCaP	Epithelium	Prostate	38.0	0.8659	0.976	22.0	0.03238225	0.965
68236	Homo sapiens	GSM2058884	POU2F1	LNCaP	Epithelium	Prostate	38.0	0.8037	0.856	278.0	0.0063525	0.286762547696
68237	Homo sapiens	GSM2058883	POU2F1	LNCaP	Epithelium	Prostate	38.0	0.8729	0.97	211.0	0.00194825	0.626582278481
68238	Homo sapiens	GSM2058882	POU2F1	LNCaP	Epithelium	Prostate	38.0	0.8187	0.917	194.0	0.0041585	0.583482944345
68239	Homo sapiens	GSM2058880	AR	VCaP	Epithelium	Prostate	38.0	0.8568	0.925	6775.0	0.13226925	0.9468
68240	Homo sapiens	GSM2058879	AR	VCaP	Epithelium	Prostate	38.0	0.8496	0.9390000000000001	9447.0	0.153606	0.9440000000000001
68309	Homo sapiens	GSM2095924	NR4A1	Kasumi-1	Acute myeloid leukemia	None	39.0	0.8232	0.98	9633.0	0.07927425	0.9
68310	Homo sapiens	GSM2095923	NR4A1	Kasumi-1	Acute myeloid leukemia	None	39.0	0.8355	0.9570000000000001	8793.0	0.06876399999999999	0.8786
68323	Homo sapiens	GSM1556929	ESR1	LY2	None	Breast	36.0	0.8588	0.9520000000000001	32536.0	0.3649175	0.9018
68324	Homo sapiens	GSM1556928	ESR1	LY2	None	Breast	39.0	0.8112	0.978	12944.0	0.16502775	0.8962
68325	Homo sapiens	GSM1319626	ESR1	MCF-7aro Let-R	None	Breast	39.0	0.8265	0.996	277.0	0.00404525	0.871681415929
68326	Homo sapiens	GSM1319625	ESR1	MCF-7aro Let-R	None	Breast	39.0	0.8262	0.9890000000000001	117.0	0.00333075	0.831325301205
68327	Homo sapiens	GSM1319624	ESR1	MCF-7aro Let-R	None	Breast	39.0	0.8059	0.9840000000000001	150.0	0.00364575	0.874709976798
68328	Homo sapiens	GSM1319623	ESR1	MCF-7aro Let-R	None	Breast	37.0	0.8235	0.996	53.0	0.00283175	0.815618221258
68379	Homo sapiens	GSM2068363	DUX4	LHCN-M2	Myoblast	Skeletal Muscle	36.0	0.8307	0.723	459.0	0.03361225	0.7538
68391	Homo sapiens	GSM1868875	POLR2A	C4-2B	Epithelium	Prostate	39.0	0.8385	0.995	281.0	0.0043	0.750403877221
68392	Homo sapiens	GSM1868874	POLR2A	C4-2B	Epithelium	Prostate	39.0	0.8361	0.9940000000000001	304.0	0.0045765	0.680733944954
68398	Homo sapiens	GSM1868867	AR	C4-2B	Epithelium	Prostate	39.0	0.8029	0.987	228.0	0.00352225	0.5108055009820001
68399	Homo sapiens	GSM1868866	AR	C4-2B	Epithelium	Prostate	39.0	0.8242	0.993	5262.0	0.03565775	0.9688
68400	Homo sapiens	GSM1868863	AR	C4-2B	Epithelium	Prostate	37.0	0.7728	0.985	173.0	0.002169	0.548469387755
68401	Homo sapiens	GSM1868862	AR	C4-2B	Epithelium	Prostate	38.0	0.7788	0.986	1443.0	0.017155	0.9524
68455	Homo sapiens	GSM1698354	USF2	None	Erythroid Cell	None	31.0	0.5891	0.359	5758.0	0.23828275	0.9726
68456	Homo sapiens	GSM1698353	USF1	None	Erythroid Cell	None	31.0	0.6561	0.609	9923.0	0.21720125	0.9716
68460	Homo sapiens	GSM1917774	ATF3	HCT-116	Colon cancer cell	Colon	39.0	0.8373	0.995	7816.0	0.06066675	0.9678
68461	Homo sapiens	GSM1917773	TP53	HCT-116	Colon cancer cell	Colon	39.0	0.1266	0.97	444.0	0.0299052176676	0.39659090909100003
68462	Homo sapiens	GSM1917772	TP53	HCT-116	Colon cancer cell	Colon	39.0	0.1792	0.965	949.0	0.034623807661900007	0.654736842105
68463	Homo sapiens	GSM1917771	ATF3	HCT-116	Colon cancer cell	Colon	39.0	0.7729	0.996	369.0	0.00379475	0.894800483676
68464	Homo sapiens	GSM1917770	ATF3	HCT-116	Colon cancer cell	Colon	39.0	0.8552	0.991	22987.0	0.1635395	0.978
68486	Homo sapiens	GSM2101765	RBPJ	None	Tumor cells	Brain	33.0	0.8095	0.995	119.0	0.00549925	0.898243488795
68487	Homo sapiens	GSM2101764	RBPJ	None	Tumor cells	Brain	34.0	0.8155	0.996	147.0	0.007184	0.930473787496
68490	Homo sapiens	GSM1705249	KAT5	K562	Lymphoblast	None	37.0	0.8377	0.9990000000000001	215.0	0.010029000000000001	0.9384
68503	Homo sapiens	GSM1492702	H2AZ	MCF-7	None	Breast	39.0	0.7316	0.986	2391.0	0.03867225	0.9662
68569	Homo sapiens	GSM1934425	POU3F2	None	Neural Progenitor Cell	None	35.0	0.6053	0.9940000000000001	325.0	0.00684775	0.876670317634
68570	Homo sapiens	GSM1934423	POU3F2	None	Neural Progenitor Cell	None	35.0	0.6529	0.996	433.0	0.00693625	0.854718981972
68571	Homo sapiens	GSM1934421	POU3F2	None	Neural Progenitor Cell	None	35.0	0.5824	0.993	413.0	0.00384125	0.6677115987460001
68572	Homo sapiens	GSM1934417	POU3F2	None	Neural Progenitor Cell	None	35.0	0.6597	0.997	415.0	0.00407275	0.62945368171
68573	Homo sapiens	GSM1668448	SMAD3	BJ	Fibroblast	Skin	39.0	0.4277	0.818	92.0	0.008362999999999999	0.328680203046
68627	Homo sapiens	GSM1846903	KMT2D	None	Patient derived xenograft cells	None	38.0	0.8152	0.972	1399.0	0.034105	0.9526
68632	Homo sapiens	GSM1846896	KMT2D	None	Patient derived xenograft cells	None	38.0	0.8008	0.9420000000000001	2808.0	0.05971	0.9620000000000001
68635	Homo sapiens	GSM1846892	KMT2D	None	Patient derived xenograft cells	None	38.0	0.8047	0.9740000000000001	2257.0	0.0462485	0.961
68638	Homo sapiens	GSM1846888	KMT2D	None	Patient derived xenograft cells	None	38.0	0.8024	0.945	1648.0	0.034396499999999997	0.9666
68663	Homo sapiens	GSM1668531	TET2	None	Neuronal Progenitor cell	None	39.0	0.85	0.8690000000000001	148.0	0.00394	0.519572953737
68664	Homo sapiens	GSM1668530	MLLT3	None	Neuronal Progenitor cell	None	39.0	0.8491	0.88	147.0	0.00503725	0.517730496454
68710	Homo sapiens	GSM2098181	BRD4	IMR90	None	None	39.0	0.8171	0.977	11.0	0.001974959842	0.75
68711	Homo sapiens	GSM2098180	BRD4	IMR90	None	None	39.0	0.8311	0.813	4708.0	0.1830675	0.9762
68712	Homo sapiens	GSM2098179	BRD4	IMR90	None	None	39.0	0.7969	0.8320000000000001	1426.0	0.06809675	0.9654
68713	Homo sapiens	GSM1915118	BRD4	IMR90	fibrobasts	None	37.0	0.7171	0.8690000000000001	302.0	0.01077975	0.5298
68714	Homo sapiens	GSM1915117	BRD4	IMR90	fibrobasts	None	37.0	0.7481	0.9309999999999999	452.0	0.01132675	0.8502
68715	Homo sapiens	GSM1915116	BRD4	IMR90	fibrobasts	None	37.0	0.7491	0.833	937.0	0.04029125	0.9566
68774	Homo sapiens	GSM2058676	TOP1	HCT-116	Colon cancer cell	Colon	36.0	0.7849	0.991	411.0	0.01472075	0.9532
68775	Homo sapiens	GSM2058675	TOP1	HCT-116	Colon cancer cell	Colon	36.0	0.7865	0.992	93.0	0.00684725	0.948122866894
68776	Homo sapiens	GSM2058674	BRD4	HCT-116	Colon cancer cell	Colon	36.0	0.7908	0.986	56.0	0.003822	0.9076923076919999
68777	Homo sapiens	GSM2058673	BRD4	HCT-116	Colon cancer cell	Colon	36.0	0.7855	0.968	349.0	0.02188175	0.955
68778	Homo sapiens	GSM2058672	POLR2A	HCT-116	Colon cancer cell	Colon	36.0	0.8364	0.966	7537.0	0.10864449999999999	0.9702
68779	Homo sapiens	GSM2058671	POLR2A	HCT-116	Colon cancer cell	Colon	36.0	0.8174	0.986	9715.0	0.13051125	0.9736
68780	Homo sapiens	GSM2058667	TOP1	HCT-116	Colon cancer cell	Colon	36.0	0.7392	0.9840000000000001	66.0	0.0064535	0.9342210386149999
68781	Homo sapiens	GSM2058666	TOP1	HCT-116	Colon cancer cell	Colon	36.0	0.8172	0.9890000000000001	178.0	0.0093485	0.9384
68782	Homo sapiens	GSM2058665	BRD4	HCT-116	Colon cancer cell	Colon	36.0	0.7816	0.966	136.0	0.00866225	0.944726301736
68783	Homo sapiens	GSM2058664	BRD4	HCT-116	Colon cancer cell	Colon	36.0	0.7437	0.912	535.0	0.03565075	0.9578
68784	Homo sapiens	GSM2058663	POLR2A	HCT-116	Colon cancer cell	Colon	36.0	0.8024	0.975	8489.0	0.10682	0.9698
68785	Homo sapiens	GSM2058662	POLR2A	HCT-116	Colon cancer cell	Colon	36.0	0.7719	0.9690000000000001	8791.0	0.13231800000000002	0.9726
68797	Homo sapiens	GSM1898103	SATB1	SH-SY5Y	Neuron	None	36.0	0.4808	0.657	3241.0	0.06979625	0.2528
68798	Homo sapiens	GSM1898102	SATB1	SH-SY5Y	Neuron	None	37.0	0.5592	0.541	3521.0	0.032202999999999996	0.2696
68801	Homo sapiens	GSM2086970	OVOL2	None	Epithelium	Corneal Epithelium	39.0	0.8883	0.973	233.0	0.0043055	0.410579345088
68802	Homo sapiens	GSM1867063	OVOL2	HCE-T	Epithelium	Corneal Epithelium	37.0	0.581	0.127	10.0	0.00620225	0.153846153846
68819	Homo sapiens	GSM1488758	GATA2	None	Erythroid progenitor	Bone Marrow	38.0	0.8514	0.993	2119.0	0.028464499999999997	0.9558
68820	Homo sapiens	GSM1488757	GATA2	None	Erythroid progenitor	Bone Marrow	38.0	0.828	0.9840000000000001	1010.0	0.011859999999999999	0.9234
68821	Homo sapiens	GSM1488756	HDAC2	None	Erythroid progenitor	Bone Marrow	38.0	0.8292	0.992	133.0	0.030481	0.9162
68822	Homo sapiens	GSM1488755	HDAC1	None	Erythroid progenitor	Bone Marrow	38.0	0.8487	0.993	259.0	0.02251375	0.9324
68823	Homo sapiens	GSM1940201	SPI1	K562	Leukemia Cell	None	35.0	0.8175	0.993	13534.0	0.10512200000000001	0.9174
68824	Homo sapiens	GSM1940199	SPI1	K562	Leukemia Cell	None	38.0	0.8446	0.996	3686.0	0.0204645	0.9002
68825	Homo sapiens	GSM1940198	SPI1	K562	Leukemia Cell	None	38.0	0.8395	0.996	3722.0	0.02217775	0.8992
68826	Homo sapiens	GSM1940197	SPI1	K562	Leukemia Cell	None	35.0	0.8359	0.996	5695.0	0.0422465	0.9096
68827	Homo sapiens	GSM1382444	HEXIM1	A375	melanoma	None	37.0	0.8491	0.975	379.0	0.01089575	0.9536
68828	Homo sapiens	GSM1382443	HEXIM1	A375	melanoma	None	37.0	0.8865	0.981	2395.0	0.060187	0.9708
68829	Homo sapiens	GSM1382442	CDK9	A375	melanoma	None	37.0	0.8493	0.968	37.0	0.0026755	0.867208672087
68830	Homo sapiens	GSM1382441	CDK9	A375	melanoma	None	37.0	0.8825	0.9640000000000001	35.0	0.00724434144052	0.951145038168
68837	Homo sapiens	GSM2101199	FOXM1	VAL-3	Embryonic Stem Cell	None	39.0	0.8135	0.889	691.0	0.0071614999999999995	0.920521945433
68838	Homo sapiens	GSM1858659	FOXA1	T47D	Embryonic Stem Cell	Breast	35.0	0.8514	0.991	13591.0	0.12381325	0.9740000000000001
68839	Homo sapiens	GSM1858658	FOXA1	T47D	Embryonic Stem Cell	Breast	39.0	0.8771	0.987	8793.0	0.116744	0.9798
68840	Homo sapiens	GSM1858657	FOXA1	T47D	Embryonic Stem Cell	Breast	35.0	0.8504	0.99	14051.0	0.14311325	0.9766
68841	Homo sapiens	GSM1858656	FOXA1	T47D	Embryonic Stem Cell	Breast	39.0	0.8781	0.986	8931.0	0.1159585	0.9794
68842	Homo sapiens	GSM1858655	FOXA1	T47D	Embryonic Stem Cell	Breast	35.0	0.8571	0.981	17657.0	0.1902655	0.9766
68843	Homo sapiens	GSM1858654	FOXA1	T47D	Embryonic Stem Cell	Breast	39.0	0.8807	0.986	9867.0	0.129064	0.9768
68844	Homo sapiens	GSM1858653	ESR1	T47D	Embryonic Stem Cell	Breast	39.0	0.8618	0.985	4026.0	0.07133275	0.9606
68845	Homo sapiens	GSM1858652	ESR1	T47D	Embryonic Stem Cell	Breast	38.0	0.8636	0.9790000000000001	3502.0	0.08805575	0.9706
68846	Homo sapiens	GSM1858651	ESR1	T47D	Embryonic Stem Cell	Breast	38.0	0.8241	0.978	1958.0	0.05694725	0.9704
68847	Homo sapiens	GSM1858650	ESR1	T47D	Embryonic Stem Cell	Breast	38.0	0.8518	0.971	1895.0	0.05294075	0.9756
68848	Homo sapiens	GSM1858649	NR3C1	T47D	Embryonic Stem Cell	Breast	38.0	0.8377	0.991	266.0	0.008493	0.9432937181659999
68849	Homo sapiens	GSM1858648	NR3C1	T47D	Embryonic Stem Cell	Breast	39.0	0.7534	0.987	288.0	0.01050975	0.946136582238
68850	Homo sapiens	GSM1858647	NR3C1	T47D	Embryonic Stem Cell	Breast	38.0	0.8307	0.9890000000000001	57.0	0.00525525	0.903750884643
68851	Homo sapiens	GSM1858646	NR3C1	T47D	Embryonic Stem Cell	Breast	39.0	0.7085	0.972	33.0	0.00415275	0.871794871795
68852	Homo sapiens	GSM1858644	FOXA1	ZR-75-1	Embryonic Stem Cell	Breast	39.0	0.8933	0.978	26636.0	0.25863200000000003	0.961
68853	Homo sapiens	GSM1858643	FOXA1	ZR-75-1	Embryonic Stem Cell	Breast	39.0	0.8841	0.9840000000000001	17973.0	0.208406	0.9668
68854	Homo sapiens	GSM1858642	FOXA1	ZR-75-1	Embryonic Stem Cell	Breast	39.0	0.9012	0.982	26114.0	0.26810425	0.9556
68855	Homo sapiens	GSM1858641	FOXA1	ZR-75-1	Embryonic Stem Cell	Breast	39.0	0.8985	0.978	27859.0	0.2751165	0.9622
68856	Homo sapiens	GSM1858640	FOXA1	ZR-75-1	Embryonic Stem Cell	Breast	39.0	0.8973	0.978	24479.0	0.24426799999999999	0.9506
68857	Homo sapiens	GSM1858639	FOXA1	ZR-75-1	Embryonic Stem Cell	Breast	39.0	0.9069	0.978	31924.0	0.308483	0.9492
68858	Homo sapiens	GSM1858638	ESR1	ZR-75-1	Embryonic Stem Cell	Breast	39.0	0.8489	0.983	9716.0	0.1146265	0.9322
68859	Homo sapiens	GSM1858637	ESR1	ZR-75-1	Embryonic Stem Cell	Breast	39.0	0.8666	0.985	13625.0	0.15813425	0.9284
68860	Homo sapiens	GSM1858636	ESR1	ZR-75-1	Embryonic Stem Cell	Breast	39.0	0.845	0.9670000000000001	5520.0	0.08103625	0.9582
68861	Homo sapiens	GSM1858635	ESR1	ZR-75-1	Embryonic Stem Cell	Breast	39.0	0.8237	0.99	3995.0	0.0662815969367	0.9578
68862	Homo sapiens	GSM1858634	NR3C1	ZR-75-1	Embryonic Stem Cell	Breast	39.0	0.8231	0.993	5279.0	0.0811295	0.9502
68863	Homo sapiens	GSM1858633	NR3C1	ZR-75-1	Embryonic Stem Cell	Breast	39.0	0.7135	0.992	4957.0	0.07361925	0.9574
68864	Homo sapiens	GSM1858632	NR3C1	ZR-75-1	Embryonic Stem Cell	Breast	39.0	0.8251	0.992	508.0	0.022116	0.9344
68865	Homo sapiens	GSM1858631	NR3C1	ZR-75-1	Embryonic Stem Cell	Breast	38.0	0.9694	0.988	345.0	0.01529425	0.9358
68866	Homo sapiens	GSM1858629	FOXA1	MCF-7	Epithelium	Breast	39.0	0.8732	0.991	20259.0	0.1862905	0.9848
68867	Homo sapiens	GSM1858628	FOXA1	MCF-7	Epithelium	Breast	38.0	0.8536	0.9890000000000001	17956.0	0.18170475	0.9868
68868	Homo sapiens	GSM1858627	FOXA1	MCF-7	Epithelium	Breast	39.0	0.9873	0.992	18178.0	0.16302025	0.986
68869	Homo sapiens	GSM1858626	FOXA1	MCF-7	Epithelium	Breast	38.0	0.812	0.9790000000000001	16408.0	0.202486	0.9840000000000001
68870	Homo sapiens	GSM1858625	FOXA1	MCF-7	Epithelium	Breast	39.0	0.8699	0.992	19072.0	0.1664	0.9844
68871	Homo sapiens	GSM1858624	FOXA1	MCF-7	Epithelium	Breast	38.0	0.8096	0.9740000000000001	12389.0	0.19038075	0.9802
68872	Homo sapiens	GSM1858623	ESR1	MCF-7	Epithelium	Breast	39.0	0.985	0.8240000000000001	1697.0	0.07399249999999999	0.9178
68873	Homo sapiens	GSM1858622	ESR1	MCF-7	Epithelium	Breast	39.0	0.8654	0.991	3784.0	0.05022975	0.9632
68874	Homo sapiens	GSM1858621	ESR1	MCF-7	Epithelium	Breast	39.0	0.8545	0.99	447.0	0.01513275	0.9578
68875	Homo sapiens	GSM1858620	ESR1	MCF-7	Epithelium	Breast	39.0	0.8587	0.988	1336.0	0.03003525	0.9728
68876	Homo sapiens	GSM1858619	NR3C1	MCF-7	Epithelium	Breast	38.0	0.8634	0.99	3053.0	0.06406775	0.9824
68877	Homo sapiens	GSM1858618	NR3C1	MCF-7	Epithelium	Breast	38.0	0.8640000000000001	0.986	2252.0	0.05096775	0.9784
68878	Homo sapiens	GSM1858617	NR3C1	MCF-7	Epithelium	Breast	38.0	0.7341	0.9620000000000001	24.0	0.03089175	0.8140000000000001
68879	Homo sapiens	GSM1858616	NR3C1	MCF-7	Epithelium	Breast	36866570.0	0.991	0.0029785	1.0	443.0	
68909	Homo sapiens	GSM2029592	KDM5C	ZR-75-30	None	None	38.0	0.8682	0.455	12.0	0.001018	0.636363636364
68913	Homo sapiens	GSM2029587	KDM5C	ZR-75-30	None	None	38.0	0.8729	0.799	183.0	0.01443225	0.9660863667190001
68917	Homo sapiens	GSM2029581	EP300	ZR-75-30	None	None	36.0	0.9192	0.9420000000000001	1022.0	0.09816244843949999	0.514600084638
68918	Homo sapiens	GSM2029580	EP300	ZR-75-30	None	None	38.0	0.8962	0.8440000000000001	12750.0	0.25476950000000004	0.9818
68931	Homo sapiens	GSM1832639	KDM5C	ZR-75-30	None	None	37.0	0.8715	0.7829999999999999	21.0	0.00140125	0.75
